County,Count,Year,Suppression Information,Type of Overdose Death,County Code Number,County Code Text,State FIPS Code,County FIPS,Latitude,Longitude,Georeferenced Latitude & Longitude
Cambria,39,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Wayne,11,2012,,Any Drug Overdose Deaths,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Fulton,,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Elk,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Columbia,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Fayette,45,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Cambria,94,2016,,Any Drug Overdose Deaths,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Chester,61,2014,,Any Drug Overdose Deaths,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Franklin,,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Blair,24,2018,,Any Drug Overdose Deaths,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Franklin,10,2013,,Any Drug Overdose Deaths,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Somerset,27,2016,,Any Drug Overdose Deaths,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Union,,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Allegheny,483,2018,,Any Drug Overdose Deaths,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Union,,2015,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Lehigh,124,2016,,Any Drug Overdose Deaths,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Philadelphia,464,2012,,Any Drug Overdose Deaths,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Pennsylvania,2132,2012,,Any Drug Overdose Deaths,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Wayne,13,2014,,Any Drug Overdose Deaths,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Warren,0,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Mckean,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Montour,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Union,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Juniata,,2018,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Clearfield,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Mckean,,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Huntingdon,13,2017,,Any Drug Overdose Deaths,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Lebanon,17,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Forest,,2019,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Somerset,13,2018,,Any Drug Overdose Deaths,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Union,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
York,121,2016,,Any Drug Overdose Deaths,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Washington,72,2018,,Any Drug Overdose Deaths,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Jefferson,,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Crawford,22,2017,,Any Drug Overdose Deaths,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Indiana,38,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Adams,18,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Indiana,16,2012,,Any Drug Overdose Deaths,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Westmoreland,58,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Westmoreland,168,2016,,Any Drug Overdose Deaths,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Elk,,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Monroe,67,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Allegheny,717,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Columbia,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Sullivan,0,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,57,57,42,113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Cameron,0,2012,,Any Drug Overdose Deaths,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Northampton,26,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Bedford,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Luzerne,61,2014,,Any Drug Overdose Deaths,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Montour,18,2017,,Any Drug Overdose Deaths,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Mercer,28,2016,,Any Drug Overdose Deaths,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Lehigh,132,2018,,Any Drug Overdose Deaths,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Franklin,30,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Pike,15,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,52,52,42,103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Adams,17,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Bradford,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Dauphin,101,2019,,Any Drug Overdose Deaths,22,22,42,43,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Mifflin,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Montour,,2015,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Susquehanna,10,2018,,Any Drug Overdose Deaths,58,58,42,115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Franklin,23,2015,,Any Drug Overdose Deaths,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Clarion,,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Mercer,49,2018,,Any Drug Overdose Deaths,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Indiana,10,2013,,Any Drug Overdose Deaths,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Elk,,2017,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Carbon,29,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,13,13,42,25,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Wayne,19,2019,,Any Drug Overdose Deaths,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Crawford,14,2013,,Any Drug Overdose Deaths,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Blair,29,2019,,Any Drug Overdose Deaths,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Pennsylvania,2570,2014,,Any Drug Overdose Deaths,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Union,,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Bucks,95,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Northumberland,37,2019,,Any Drug Overdose Deaths,49,49,42,97,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Lebanon,36,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Crawford,19,2019,,Any Drug Overdose Deaths,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Chester,68,2015,,Any Drug Overdose Deaths,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Lawrence,29,2013,,Any Drug Overdose Deaths,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Fulton,,2017,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Monroe,83,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Crawford,,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Mckean,,2019,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Northampton,68,2016,,Any Drug Overdose Deaths,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Lycoming,11,2012,,Any Drug Overdose Deaths,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Jefferson,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Forest,0,2012,,Any Drug Overdose Deaths,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Snyder,,2015,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,55,55,42,109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Delaware,121,2014,,Any Drug Overdose Deaths,23,23,42,45,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Lycoming,23,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Cameron,0,2017,,Any Drug Overdose Deaths,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Philadelphia,1213,2017,,Any Drug Overdose Deaths,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Philadelphia,562,2014,,Any Drug Overdose Deaths,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Somerset,13,2012,,Any Drug Overdose Deaths,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Montour,10,2013,,Any Drug Overdose Deaths,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Cumberland,53,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Warren,,2017,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Lancaster,62,2014,,Any Drug Overdose Deaths,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Beaver,33,2014,,Any Drug Overdose Deaths,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Pike,11,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,52,52,42,103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Cambria,62,2018,,Any Drug Overdose Deaths,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Elk,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Bucks,94,2012,,Any Drug Overdose Deaths,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Bradford,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Erie,80,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Columbia,18,2016,,Any Drug Overdose Deaths,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Pike,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,52,52,42,103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Tioga,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,59,59,42,117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Lehigh,153,2017,,Any Drug Overdose Deaths,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Indiana,27,2015,,Any Drug Overdose Deaths,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Mercer,15,2015,,Any Drug Overdose Deaths,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Fayette,42,2018,,Any Drug Overdose Deaths,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Lackawanna,65,2019,,Any Drug Overdose Deaths,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Beaver,33,2015,,Any Drug Overdose Deaths,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Somerset,23,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Armstrong,20,2019,,Any Drug Overdose Deaths,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Adams,28,2016,,Any Drug Overdose Deaths,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Mifflin,13,2017,,Any Drug Overdose Deaths,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Bedford,,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Blair,44,2017,,Any Drug Overdose Deaths,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Berks,128,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Venango,,2019,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Chester,47,2013,,Any Drug Overdose Deaths,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Lawrence,63,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Cambria,56,2015,,Any Drug Overdose Deaths,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Clarion,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Clarion,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Fulton,12,2016,,Any Drug Overdose Deaths,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Bucks,165,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Luzerne,158,2018,,Any Drug Overdose Deaths,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Mifflin,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Erie,76,2018,,Any Drug Overdose Deaths,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Armstrong,22,2018,,Any Drug Overdose Deaths,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Lawrence,13,2012,,Any Drug Overdose Deaths,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Jefferson,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Tioga,,2015,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,59,59,42,117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Cambria,38,2014,,Any Drug Overdose Deaths,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Huntingdon,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Pike,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,52,52,42,103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Wyoming,,2017,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,66,66,42,131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Snyder,0,2014,,Any Drug Overdose Deaths,55,55,42,109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Northampton,19,2014,,Any Drug Overdose Deaths,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Crawford,18,2012,,Any Drug Overdose Deaths,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Chester,107,2018,,Any Drug Overdose Deaths,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Allegheny,721,2016,,Any Drug Overdose Deaths,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Juniata,,2017,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Union,,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Somerset,17,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Cumberland,67,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Juniata,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Blair,32,2015,,Any Drug Overdose Deaths,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Snyder,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,55,55,42,109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Luzerne,59,2013,,Any Drug Overdose Deaths,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Lancaster,78,2015,,Any Drug Overdose Deaths,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Lehigh,82,2015,,Any Drug Overdose Deaths,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Bedford,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Delaware,195,2016,,Any Drug Overdose Deaths,23,23,42,45,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Tioga,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,59,59,42,117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Adams,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Allegheny,826,2017,,Any Drug Overdose Deaths,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Huntingdon,10,2019,,Any Drug Overdose Deaths,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Westmoreland,120,2015,,Any Drug Overdose Deaths,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Columbia,14,2017,,Any Drug Overdose Deaths,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Cameron,0,2013,,Any Drug Overdose Deaths,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Union,,2014,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Greene,,2018,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,30,30,42,59,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
York,159,2018,,Any Drug Overdose Deaths,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Potter,,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,53,53,42,105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Venango,,2017,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Elk,13,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Sullivan,,2019,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,57,57,42,113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Clearfield,12,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Lycoming,13,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Forest,0,2013,,Any Drug Overdose Deaths,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Cameron,0,2016,,Any Drug Overdose Deaths,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Bradford,10,2018,,Any Drug Overdose Deaths,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Somerset,28,2017,,Any Drug Overdose Deaths,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Carbon,37,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,13,13,42,25,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
